Sno,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Datetime,Cumulative_Confirmed
13115,Delhi,0.0,0.0,636267,10978,0.0,2021-03-26 08:00:00,363.0
13116,Goa,0.0,0.0,55070,822,0.0,2021-03-26 08:00:00,9.0
13117,Gujarat,0.0,0.0,280285,4473,0.0,2021-03-26 08:00:00,261.0
13118,Haryana,0.0,0.0,273276,3117,0.0,2021-03-26 08:00:00,377.0
13119,Himachal Pradesh,0.0,0.0,58684,1029,0.0,2021-03-26 08:00:00,21.0
13120,Jammu And Kashmir,0.0,0.0,125627,1983,0.0,2021-03-26 08:00:00,95.0
13121,Jharkhand,0.0,0.0,119698,1100,0.0,2021-03-26 08:00:00,0.0
13122,Karnataka,0.0,0.0,947781,12471,0.0,2021-03-26 08:00:00,405.0
13123,Kerala,0.0,0.0,1082668,4539,0.0,2021-03-26 08:00:00,1160.0
13124,Lakshadweep,0.0,0.0,596,1,0.0,2021-03-26 08:00:00,0.0
13125,Ladakh,0.0,0.0,9713,130,0.0,2021-03-26 08:00:00,162.0
13126,Madhya Pradesh,0.0,0.0,267242,3928,0.0,2021-03-26 08:00:00,105.0
13127,Maharashtra,0.0,0.0,2283037,53795,0.0,2021-03-26 08:00:00,1147.0
13128,Manipur,0.0,0.0,28936,374,0.0,2021-03-26 08:00:00,5.0
13129,Meghalaya,0.0,0.0,13849,150,0.0,2021-03-26 08:00:00,0.0
13130,Mizoram,0.0,0.0,4425,11,0.0,2021-03-26 08:00:00,4.0
13131,Nagaland,0.0,0.0,12133,92,0.0,2021-03-26 08:00:00,0.0
13132,Odisha,0.0,0.0,336409,1919,0.0,2021-03-26 08:00:00,23.0
13133,Puducherry,0.0,0.0,39521,679,0.0,2021-03-26 08:00:00,11.0
13134,Punjab,0.0,0.0,195015,6517,0.0,2021-03-26 08:00:00,231.0
13135,Rajasthan,0.0,0.0,319933,2808,0.0,2021-03-26 08:00:00,431.0
13136,Sikkim,0.0,0.0,6037,135,0.0,2021-03-26 08:00:00,0.0
13137,Tamil Nadu,0.0,0.0,850091,12641,0.0,2021-03-26 08:00:00,164.0
13138,Telengana,0.0,0.0,299631,1683,0.0,2021-03-26 08:00:00,343.0
13139,Tripura,0.0,0.0,33046,392,0.0,2021-03-26 08:00:00,0.0
13140,Uttarakhand,0.0,0.0,96215,1707,0.0,2021-03-26 08:00:00,40.0
13141,Uttar Pradesh,0.0,0.0,596451,8773,0.0,2021-03-26 08:00:00,479.0
13142,West Bengal,0.0,0.0,568115,10316,0.0,2021-03-26 08:00:00,71.0
13143,Andhra Pradesh,0.0,0.0,885515,7203,0.0,2021-03-27 08:00:00,81.0
13144,Andaman And Nicobar Islands,0.0,0.0,4974,62,0.0,2021-03-27 08:00:00,8.0
13145,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-03-27 08:00:00,0.0
13146,Assam,0.0,0.0,215325,1104,0.0,2021-03-27 08:00:00,0.0
13147,Bihar,0.0,0.0,261839,1569,0.0,2021-03-27 08:00:00,32.0
13148,Chandigarh,0.0,0.0,22840,372,0.0,2021-03-27 08:00:00,50.0
13149,Chhattisgarh,0.0,0.0,315423,4048,0.0,2021-03-27 08:00:00,25.0
13150,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3443,2,0.0,2021-03-27 08:00:00,0.0
13151,Delhi,0.0,0.0,637238,10987,0.0,2021-03-27 08:00:00,363.0
13152,Goa,0.0,0.0,55181,823,0.0,2021-03-27 08:00:00,9.0
13153,Gujarat,0.0,0.0,281707,4479,0.0,2021-03-27 08:00:00,261.0
13154,Haryana,0.0,0.0,274024,3125,0.0,2021-03-27 08:00:00,377.0
13155,Himachal Pradesh,0.0,0.0,58813,1030,0.0,2021-03-27 08:00:00,21.0
13156,Jammu And Kashmir,0.0,0.0,125748,1984,0.0,2021-03-27 08:00:00,95.0
13157,Jharkhand,0.0,0.0,119779,1103,0.0,2021-03-27 08:00:00,0.0
13158,Karnataka,0.0,0.0,948988,12484,0.0,2021-03-27 08:00:00,405.0
13159,Kerala,0.0,0.0,1084585,4553,0.0,2021-03-27 08:00:00,1160.0
13160,Lakshadweep,0.0,0.0,614,1,0.0,2021-03-27 08:00:00,0.0
13161,Ladakh,0.0,0.0,9724,130,0.0,2021-03-27 08:00:00,162.0
13162,Madhya Pradesh,0.0,0.0,268290,3937,0.0,2021-03-27 08:00:00,105.0
13163,Maharashtra,0.0,0.0,2300056,53907,0.0,2021-03-27 08:00:00,1147.0
13164,Manipur,0.0,0.0,28939,374,0.0,2021-03-27 08:00:00,5.0
13165,Meghalaya,0.0,0.0,13853,150,0.0,2021-03-27 08:00:00,0.0
13166,Mizoram,0.0,0.0,4426,11,0.0,2021-03-27 08:00:00,4.0
13167,Nagaland,0.0,0.0,12133,92,0.0,2021-03-27 08:00:00,0.0
13168,Odisha,0.0,0.0,336482,1919,0.0,2021-03-27 08:00:00,23.0
13169,Puducherry,0.0,0.0,39521,679,0.0,2021-03-27 08:00:00,11.0
13170,Punjab,0.0,0.0,196831,6576,0.0,2021-03-27 08:00:00,231.0
13171,Rajasthan,0.0,0.0,320199,2811,0.0,2021-03-27 08:00:00,431.0
13172,Sikkim,0.0,0.0,6039,135,0.0,2021-03-27 08:00:00,0.0
13173,Tamil Nadu,0.0,0.0,851222,12650,0.0,2021-03-27 08:00:00,164.0
13174,Telengana,0.0,0.0,299878,1685,0.0,2021-03-27 08:00:00,343.0
13175,Tripura,0.0,0.0,33047,392,0.0,2021-03-27 08:00:00,0.0
13176,Uttarakhand,0.0,0.0,96388,1708,0.0,2021-03-27 08:00:00,40.0
13177,Uttar Pradesh,0.0,0.0,596698,8779,0.0,2021-03-27 08:00:00,479.0
13178,West Bengal,0.0,0.0,568476,10320,0.0,2021-03-27 08:00:00,71.0
13179,Andhra Pradesh,0.0,0.0,885892,7203,0.0,2021-03-28 08:00:00,81.0
13180,Andaman And Nicobar Islands,0.0,0.0,4975,62,0.0,2021-03-28 08:00:00,8.0
13181,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-03-28 08:00:00,0.0
13182,Assam,0.0,0.0,215348,1104,0.0,2021-03-28 08:00:00,0.0
13183,Bihar,0.0,0.0,261917,1571,0.0,2021-03-28 08:00:00,32.0
13184,Chandigarh,0.0,0.0,22992,374,0.0,2021-03-28 08:00:00,50.0
13185,Chhattisgarh,0.0,0.0,316043,4061,0.0,2021-03-28 08:00:00,25.0
13186,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3448,2,0.0,2021-03-28 08:00:00,0.0
13187,Delhi,0.0,0.0,638212,10997,0.0,2021-03-28 08:00:00,363.0
13188,Goa,0.0,0.0,55250,824,0.0,2021-03-28 08:00:00,9.0
13189,Gujarat,0.0,0.0,283241,4484,0.0,2021-03-28 08:00:00,261.0
13190,Haryana,0.0,0.0,274785,3132,0.0,2021-03-28 08:00:00,377.0
13191,Himachal Pradesh,0.0,0.0,58989,1033,0.0,2021-03-28 08:00:00,21.0
13192,Jammu And Kashmir,0.0,0.0,125886,1985,0.0,2021-03-28 08:00:00,95.0
13193,Jharkhand,0.0,0.0,119878,1107,0.0,2021-03-28 08:00:00,0.0
13194,Karnataka,0.0,0.0,950167,12492,0.0,2021-03-28 08:00:00,405.0
13195,Kerala,0.0,0.0,1086669,4567,0.0,2021-03-28 08:00:00,1160.0
13196,Lakshadweep,0.0,0.0,625,1,0.0,2021-03-28 08:00:00,0.0
13197,Ladakh,0.0,0.0,9727,130,0.0,2021-03-28 08:00:00,162.0
13198,Madhya Pradesh,0.0,0.0,269465,3947,0.0,2021-03-28 08:00:00,105.0
13199,Maharashtra,0.0,0.0,2314579,54073,0.0,2021-03-28 08:00:00,1147.0
13200,Manipur,0.0,0.0,28944,374,0.0,2021-03-28 08:00:00,5.0
13201,Meghalaya,0.0,0.0,13855,150,0.0,2021-03-28 08:00:00,0.0
13202,Mizoram,0.0,0.0,4428,11,0.0,2021-03-28 08:00:00,4.0
13203,Nagaland,0.0,0.0,12133,92,0.0,2021-03-28 08:00:00,0.0
13204,Odisha,0.0,0.0,336571,1920,0.0,2021-03-28 08:00:00,23.0
13205,Puducherry,0.0,0.0,39521,680,0.0,2021-03-28 08:00:00,11.0
13206,Punjab,0.0,0.0,198972,6621,0.0,2021-03-28 08:00:00,231.0
13207,Rajasthan,0.0,0.0,320426,2811,0.0,2021-03-28 08:00:00,431.0
13208,Sikkim,0.0,0.0,6041,135,0.0,2021-03-28 08:00:00,0.0
13209,Tamil Nadu,0.0,0.0,852463,12659,0.0,2021-03-28 08:00:00,164.0
13210,Telengana,0.0,0.0,300156,1688,0.0,2021-03-28 08:00:00,343.0
13211,Tripura,0.0,0.0,33050,392,0.0,2021-03-28 08:00:00,0.0
13212,Uttarakhand,0.0,0.0,96467,1709,0.0,2021-03-28 08:00:00,40.0
13213,Uttar Pradesh,0.0,0.0,596953,8783,0.0,2021-03-28 08:00:00,479.0
13214,West Bengal,0.0,0.0,568909,10322,0.0,2021-03-28 08:00:00,71.0
13215,Andhra Pradesh,0.0,0.0,886216,7205,0.0,2021-03-29 08:00:00,81.0
13216,Andaman And Nicobar Islands,0.0,0.0,4976,62,0.0,2021-03-29 08:00:00,8.0
13217,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-03-29 08:00:00,0.0
13218,Assam,0.0,0.0,215366,1104,0.0,2021-03-29 08:00:00,0.0
13219,Bihar,0.0,0.0,262036,1572,0.0,2021-03-29 08:00:00,32.0
13220,Chandigarh,0.0,0.0,23184,377,0.0,2021-03-29 08:00:00,50.0
13221,Chhattisgarh,0.0,0.0,316778,4076,0.0,2021-03-29 08:00:00,25.0
13222,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3458,2,0.0,2021-03-29 08:00:00,0.0
13223,Delhi,0.0,0.0,639164,11006,0.0,2021-03-29 08:00:00,363.0
13224,Goa,0.0,0.0,55354,826,0.0,2021-03-29 08:00:00,9.0
13225,Gujarat,0.0,0.0,284846,4492,0.0,2021-03-29 08:00:00,261.0
13226,Haryana,0.0,0.0,275458,3141,0.0,2021-03-29 08:00:00,377.0
13227,Himachal Pradesh,0.0,0.0,59146,1036,0.0,2021-03-29 08:00:00,21.0
13228,Jammu And Kashmir,0.0,0.0,126003,1989,0.0,2021-03-29 08:00:00,95.0
13229,Jharkhand,0.0,0.0,119954,1110,0.0,2021-03-29 08:00:00,0.0
13230,Karnataka,0.0,0.0,951452,12504,0.0,2021-03-29 08:00:00,405.0
13231,Kerala,0.0,0.0,1088522,4579,0.0,2021-03-29 08:00:00,1160.0
13232,Lakshadweep,0.0,0.0,657,1,0.0,2021-03-29 08:00:00,0.0
13233,Ladakh,0.0,0.0,9736,130,0.0,2021-03-29 08:00:00,162.0
13234,Madhya Pradesh,0.0,0.0,270540,3958,0.0,2021-03-29 08:00:00,105.0
13235,Maharashtra,0.0,0.0,2332453,54181,0.0,2021-03-29 08:00:00,1147.0
13236,Manipur,0.0,0.0,28948,374,0.0,2021-03-29 08:00:00,5.0
13237,Meghalaya,0.0,0.0,13856,150,0.0,2021-03-29 08:00:00,0.0
13238,Mizoram,0.0,0.0,4428,11,0.0,2021-03-29 08:00:00,4.0
13239,Nagaland,0.0,0.0,12134,92,0.0,2021-03-29 08:00:00,0.0
13240,Odisha,0.0,0.0,336691,1920,0.0,2021-03-29 08:00:00,23.0
13241,Puducherry,0.0,0.0,39521,680,0.0,2021-03-29 08:00:00,11.0
13242,Punjab,0.0,0.0,201127,6690,0.0,2021-03-29 08:00:00,231.0
13243,Rajasthan,0.0,0.0,320704,2813,0.0,2021-03-29 08:00:00,431.0
13244,Sikkim,0.0,0.0,6048,135,0.0,2021-03-29 08:00:00,0.0
13245,Tamil Nadu,0.0,0.0,853733,12670,0.0,2021-03-29 08:00:00,164.0
13246,Telengana,0.0,0.0,300469,1690,0.0,2021-03-29 08:00:00,343.0
13247,Tripura,0.0,0.0,33052,392,0.0,2021-03-29 08:00:00,0.0
13248,Uttarakhand,0.0,0.0,96512,1709,0.0,2021-03-29 08:00:00,40.0
13249,Uttar Pradesh,0.0,0.0,597320,8786,0.0,2021-03-29 08:00:00,479.0
13250,West Bengal,0.0,0.0,569366,10324,0.0,2021-03-29 08:00:00,71.0
13251,Andhra Pradesh,0.0,0.0,886498,7210,0.0,2021-03-30 08:00:00,81.0
13252,Andaman And Nicobar Islands,0.0,0.0,4976,62,0.0,2021-03-30 08:00:00,8.0
13253,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-03-30 08:00:00,0.0
13254,Assam,0.0,0.0,215390,1104,0.0,2021-03-30 08:00:00,0.0
13255,Bihar,0.0,0.0,262133,1573,0.0,2021-03-30 08:00:00,32.0
13256,Chandigarh,0.0,0.0,23345,377,0.0,2021-03-30 08:00:00,50.0
13257,Chhattisgarh,0.0,0.0,317239,4096,0.0,2021-03-30 08:00:00,25.0
13258,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3463,2,0.0,2021-03-30 08:00:00,0.0
13259,Delhi,0.0,0.0,640575,11012,0.0,2021-03-30 08:00:00,363.0
13260,Goa,0.0,0.0,55455,828,0.0,2021-03-30 08:00:00,9.0
13261,Gujarat,0.0,0.0,286577,4500,0.0,2021-03-30 08:00:00,261.0
13262,Haryana,0.0,0.0,276259,3143,0.0,2021-03-30 08:00:00,377.0
13263,Himachal Pradesh,0.0,0.0,59308,1039,0.0,2021-03-30 08:00:00,21.0
13264,Jammu And Kashmir,0.0,0.0,126129,1989,0.0,2021-03-30 08:00:00,95.0
13265,Jharkhand,0.0,0.0,120012,1110,0.0,2021-03-30 08:00:00,0.0
13266,Karnataka,0.0,0.0,953416,12520,0.0,2021-03-30 08:00:00,405.0
13267,Kerala,0.0,0.0,1090419,4590,0.0,2021-03-30 08:00:00,1160.0
13268,Lakshadweep,0.0,0.0,669,1,0.0,2021-03-30 08:00:00,0.0
13269,Ladakh,0.0,0.0,9742,130,0.0,2021-03-30 08:00:00,162.0
13270,Madhya Pradesh,0.0,0.0,271889,3967,0.0,2021-03-30 08:00:00,105.0
13271,Maharashtra,0.0,0.0,2353307,54283,0.0,2021-03-30 08:00:00,1147.0
13272,Manipur,0.0,0.0,28950,374,0.0,2021-03-30 08:00:00,5.0
13273,Meghalaya,0.0,0.0,13858,150,0.0,2021-03-30 08:00:00,0.0
13274,Mizoram,0.0,0.0,4428,11,0.0,2021-03-30 08:00:00,4.0
13275,Nagaland,0.0,0.0,12134,92,0.0,2021-03-30 08:00:00,0.0
13276,Odisha,0.0,0.0,336809,1921,0.0,2021-03-30 08:00:00,23.0
13277,Puducherry,0.0,0.0,39554,681,0.0,2021-03-30 08:00:00,11.0
13278,Punjab,0.0,0.0,203710,6749,0.0,2021-03-30 08:00:00,231.0
13279,Rajasthan,0.0,0.0,320971,2813,0.0,2021-03-30 08:00:00,431.0
13280,Sikkim,0.0,0.0,6049,135,0.0,2021-03-30 08:00:00,0.0
13281,Tamil Nadu,0.0,0.0,855085,12684,0.0,2021-03-30 08:00:00,164.0
13282,Telengana,0.0,0.0,300833,1694,0.0,2021-03-30 08:00:00,343.0
13283,Tripura,0.0,0.0,33052,392,0.0,2021-03-30 08:00:00,0.0
13284,Uttarakhand,0.0,0.0,96555,1711,0.0,2021-03-30 08:00:00,40.0
13285,Uttar Pradesh,0.0,0.0,597619,8790,0.0,2021-03-30 08:00:00,479.0
13286,West Bengal,0.0,0.0,569828,10325,0.0,2021-03-30 08:00:00,71.0
13287,Andhra Pradesh,0.0,0.0,886978,7213,0.0,2021-03-31 08:00:00,81.0
13288,Andaman And Nicobar Islands,0.0,0.0,4976,62,0.0,2021-03-31 08:00:00,8.0
13289,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-03-31 08:00:00,0.0
13290,Assam,0.0,0.0,215413,1104,0.0,2021-03-31 08:00:00,0.0
13291,Bihar,0.0,0.0,262238,1574,0.0,2021-03-31 08:00:00,32.0
13292,Chandigarh,0.0,0.0,23523,379,0.0,2021-03-31 08:00:00,50.0
13293,Chhattisgarh,0.0,0.0,318436,4131,0.0,2021-03-31 08:00:00,25.0
13294,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3474,2,0.0,2021-03-31 08:00:00,0.0
13295,Delhi,0.0,0.0,642166,11016,0.0,2021-03-31 08:00:00,363.0
13296,Goa,0.0,0.0,55591,829,0.0,2021-03-31 08:00:00,9.0
13297,Gujarat,0.0,0.0,288565,4510,0.0,2021-03-31 08:00:00,261.0
13298,Haryana,0.0,0.0,277110,3147,0.0,2021-03-31 08:00:00,377.0
13299,Himachal Pradesh,0.0,0.0,59445,1045,0.0,2021-03-31 08:00:00,21.0
13300,Jammu And Kashmir,0.0,0.0,126304,1990,0.0,2021-03-31 08:00:00,95.0
13301,Jharkhand,0.0,0.0,120141,1113,0.0,2021-03-31 08:00:00,0.0
13302,Karnataka,0.0,0.0,954678,12541,0.0,2021-03-31 08:00:00,405.0
13303,Kerala,0.0,0.0,1092365,4606,0.0,2021-03-31 08:00:00,1160.0
13304,Lakshadweep,0.0,0.0,678,1,0.0,2021-03-31 08:00:00,0.0
13305,Ladakh,0.0,0.0,9767,130,0.0,2021-03-31 08:00:00,162.0
13306,Madhya Pradesh,0.0,0.0,273168,3977,0.0,2021-03-31 08:00:00,105.0
13307,Maharashtra,0.0,0.0,2377127,54422,0.0,2021-03-31 08:00:00,1147.0
13308,Manipur,0.0,0.0,28952,374,0.0,2021-03-31 08:00:00,5.0
13309,Meghalaya,0.0,0.0,13861,150,0.0,2021-03-31 08:00:00,0.0
13310,Mizoram,0.0,0.0,4434,11,0.0,2021-03-31 08:00:00,4.0
13311,Nagaland,0.0,0.0,12134,92,0.0,2021-03-31 08:00:00,0.0
13312,Odisha,0.0,0.0,336930,1921,0.0,2021-03-31 08:00:00,23.0
13313,Puducherry,0.0,0.0,39648,682,0.0,2021-03-31 08:00:00,11.0
13314,Punjab,0.0,0.0,206246,6813,0.0,2021-03-31 08:00:00,231.0
13315,Rajasthan,0.0,0.0,321275,2813,0.0,2021-03-31 08:00:00,431.0
13316,Sikkim,0.0,0.0,6050,135,0.0,2021-03-31 08:00:00,0.0
13317,Tamil Nadu,0.0,0.0,856548,12700,0.0,2021-03-31 08:00:00,164.0
13318,Telengana,0.0,0.0,301227,1697,0.0,2021-03-31 08:00:00,343.0
13319,Tripura,0.0,0.0,33055,392,0.0,2021-03-31 08:00:00,0.0
13320,Uttarakhand,0.0,0.0,96709,1713,0.0,2021-03-31 08:00:00,40.0
13321,Uttar Pradesh,0.0,0.0,598001,8800,0.0,2021-03-31 08:00:00,479.0
13322,West Bengal,0.0,0.0,570303,10327,0.0,2021-03-31 08:00:00,71.0
13323,Andhra Pradesh,0.0,0.0,887434,7217,0.0,2021-04-01 08:00:00,81.0
13324,Andaman And Nicobar Islands,0.0,0.0,4976,62,0.0,2021-04-01 08:00:00,8.0
13325,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-04-01 08:00:00,0.0
13326,Assam,0.0,0.0,215445,1105,0.0,2021-04-01 08:00:00,0.0
13327,Bihar,0.0,0.0,262371,1576,0.0,2021-04-01 08:00:00,32.0
13328,Chandigarh,0.0,0.0,23702,379,0.0,2021-04-01 08:00:00,50.0
13329,Chhattisgarh,0.0,0.0,319488,4170,0.0,2021-04-01 08:00:00,25.0
13330,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3482,2,0.0,2021-04-01 08:00:00,0.0
13331,Delhi,0.0,0.0,642565,11027,0.0,2021-04-01 08:00:00,363.0
13332,Goa,0.0,0.0,55653,830,0.0,2021-04-01 08:00:00,9.0
13333,Gujarat,0.0,0.0,290569,4519,0.0,2021-04-01 08:00:00,261.0
13334,Haryana,0.0,0.0,277919,3155,0.0,2021-04-01 08:00:00,377.0
13335,Himachal Pradesh,0.0,0.0,59584,1048,0.0,2021-04-01 08:00:00,21.0
13336,Jammu And Kashmir,0.0,0.0,126435,1994,0.0,2021-04-01 08:00:00,95.0
13337,Jharkhand,0.0,0.0,120263,1113,0.0,2021-04-01 08:00:00,0.0
13338,Karnataka,0.0,0.0,956170,12567,0.0,2021-04-01 08:00:00,405.0
13339,Kerala,0.0,0.0,1094404,4621,0.0,2021-04-01 08:00:00,1160.0
13340,Lakshadweep,0.0,0.0,680,1,0.0,2021-04-01 08:00:00,0.0
13341,Ladakh,0.0,0.0,9771,130,0.0,2021-04-01 08:00:00,162.0
13342,Madhya Pradesh,0.0,0.0,274429,3986,0.0,2021-04-01 08:00:00,105.0
13343,Maharashtra,0.0,0.0,2400727,54649,0.0,2021-04-01 08:00:00,1147.0
13344,Manipur,0.0,0.0,28956,374,0.0,2021-04-01 08:00:00,5.0
13345,Meghalaya,0.0,0.0,13866,150,0.0,2021-04-01 08:00:00,0.0
13346,Mizoram,0.0,0.0,4434,11,0.0,2021-04-01 08:00:00,4.0
13347,Nagaland,0.0,0.0,12136,92,0.0,2021-04-01 08:00:00,0.0
13348,Odisha,0.0,0.0,337091,1921,0.0,2021-04-01 08:00:00,23.0
13349,Puducherry,0.0,0.0,39712,682,0.0,2021-04-01 08:00:00,11.0
13350,Punjab,0.0,0.0,209034,6868,0.0,2021-04-01 08:00:00,231.0
13351,Rajasthan,0.0,0.0,321668,2818,0.0,2021-04-01 08:00:00,431.0
13352,Sikkim,0.0,0.0,6053,135,0.0,2021-04-01 08:00:00,0.0
13353,Tamil Nadu,0.0,0.0,858075,12719,0.0,2021-04-01 08:00:00,164.0
13354,Telengana,0.0,0.0,301564,1701,0.0,2021-04-01 08:00:00,343.0
13355,Tripura,0.0,0.0,33065,392,0.0,2021-04-01 08:00:00,0.0
13356,Uttarakhand,0.0,0.0,96831,1717,0.0,2021-04-01 08:00:00,40.0
13357,Uttar Pradesh,0.0,0.0,598535,8811,0.0,2021-04-01 08:00:00,479.0
13358,West Bengal,0.0,0.0,570811,10329,0.0,2021-04-01 08:00:00,71.0
13359,Andhra Pradesh,0.0,0.0,887898,7220,0.0,2021-04-02 08:00:00,81.0
13360,Andaman And Nicobar Islands,0.0,0.0,4980,62,0.0,2021-04-02 08:00:00,8.0
13361,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-04-02 08:00:00,0.0
13362,Assam,0.0,0.0,215479,1107,0.0,2021-04-02 08:00:00,0.0
13363,Bihar,0.0,0.0,262529,1578,0.0,2021-04-02 08:00:00,32.0
13364,Chandigarh,0.0,0.0,23925,380,0.0,2021-04-02 08:00:00,50.0
13365,Chhattisgarh,0.0,0.0,320613,4204,0.0,2021-04-02 08:00:00,25.0
13366,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3490,2,0.0,2021-04-02 08:00:00,0.0
13367,Delhi,0.0,0.0,643686,11036,0.0,2021-04-02 08:00:00,363.0
13368,Goa,0.0,0.0,55757,831,0.0,2021-04-02 08:00:00,9.0
13369,Gujarat,0.0,0.0,292584,4528,0.0,2021-04-02 08:00:00,261.0
13370,Haryana,0.0,0.0,278883,3164,0.0,2021-04-02 08:00:00,377.0
13371,Himachal Pradesh,0.0,0.0,59741,1052,0.0,2021-04-02 08:00:00,21.0
13372,Jammu And Kashmir,0.0,0.0,126549,1998,0.0,2021-04-02 08:00:00,95.0
13373,Jharkhand,0.0,0.0,120425,1114,0.0,2021-04-02 08:00:00,0.0
13374,Karnataka,0.0,0.0,957769,12585,0.0,2021-04-02 08:00:00,405.0
13375,Kerala,0.0,0.0,1096239,4632,0.0,2021-04-02 08:00:00,1160.0
13376,Lakshadweep,0.0,0.0,688,1,0.0,2021-04-02 08:00:00,0.0
13377,Ladakh,0.0,0.0,9778,130,0.0,2021-04-02 08:00:00,162.0
13378,Madhya Pradesh,0.0,0.0,276002,3998,0.0,2021-04-02 08:00:00,105.0
13379,Maharashtra,0.0,0.0,2433368,54898,0.0,2021-04-02 08:00:00,1147.0
13380,Manipur,0.0,0.0,28963,374,0.0,2021-04-02 08:00:00,5.0
13381,Meghalaya,0.0,0.0,13867,150,0.0,2021-04-02 08:00:00,0.0
13382,Mizoram,0.0,0.0,4436,11,0.0,2021-04-02 08:00:00,4.0
13383,Nagaland,0.0,0.0,12138,92,0.0,2021-04-02 08:00:00,0.0
13384,Odisha,0.0,0.0,337212,1921,0.0,2021-04-02 08:00:00,23.0
13385,Puducherry,0.0,0.0,39755,683,0.0,2021-04-02 08:00:00,11.0
13386,Punjab,0.0,0.0,211325,6926,0.0,2021-04-02 08:00:00,231.0
13387,Rajasthan,0.0,0.0,322114,2822,0.0,2021-04-02 08:00:00,431.0
13388,Sikkim,0.0,0.0,6060,135,0.0,2021-04-02 08:00:00,0.0
13389,Tamil Nadu,0.0,0.0,859709,12738,0.0,2021-04-02 08:00:00,164.0
13390,Telengana,0.0,0.0,301876,1706,0.0,2021-04-02 08:00:00,343.0
13391,Tripura,0.0,0.0,33070,392,0.0,2021-04-02 08:00:00,0.0
13392,Uttarakhand,0.0,0.0,96956,1719,0.0,2021-04-02 08:00:00,40.0
13393,Uttar Pradesh,0.0,0.0,599045,8820,0.0,2021-04-02 08:00:00,479.0
13394,West Bengal,0.0,0.0,571345,10331,0.0,2021-04-02 08:00:00,71.0
13395,Andhra Pradesh,0.0,0.0,888508,7225,0.0,2021-04-03 08:00:00,81.0
13396,Andaman And Nicobar Islands,0.0,0.0,4981,62,0.0,2021-04-03 08:00:00,8.0
13397,Arunachal Pradesh,0.0,0.0,16785,56,0.0,2021-04-03 08:00:00,0.0
13398,Assam,0.0,0.0,215517,1107,0.0,2021-04-03 08:00:00,0.0
13399,Bihar,0.0,0.0,262733,1580,0.0,2021-04-03 08:00:00,32.0
13400,Chandigarh,0.0,0.0,24064,381,0.0,2021-04-03 08:00:00,50.0
13401,Chhattisgarh,0.0,0.0,321873,4247,0.0,2021-04-03 08:00:00,25.0
13402,Dadra And Nagar Haveli And Daman And Diu,0.0,0.0,3499,2,0.0,2021-04-03 08:00:00,0.0
13403,Delhi,0.0,0.0,645770,11050,0.0,2021-04-03 08:00:00,363.0
13404,Goa,0.0,0.0,55838,832,0.0,2021-04-03 08:00:00,9.0
13405,Gujarat,0.0,0.0,294650,4539,0.0,2021-04-03 08:00:00,261.0
13406,Haryana,0.0,0.0,280074,3174,0.0,2021-04-03 08:00:00,377.0
13407,Himachal Pradesh,0.0,0.0,60026,1056,0.0,2021-04-03 08:00:00,21.0
13408,Jammu And Kashmir,0.0,0.0,126720,2003,0.0,2021-04-03 08:00:00,95.0
13409,Jharkhand,0.0,0.0,120562,1115,0.0,2021-04-03 08:00:00,0.0
13410,Karnataka,0.0,0.0,959400,12591,0.0,2021-04-03 08:00:00,405.0
13411,Kerala,0.0,0.0,1098526,4646,0.0,2021-04-03 08:00:00,1160.0
13412,Lakshadweep,0.0,0.0,690,1,0.0,2021-04-03 08:00:00,0.0
13413,Ladakh,0.0,0.0,9781,130,0.0,2021-04-03 08:00:00,162.0
13414,Madhya Pradesh,0.0,0.0,277484,4014,0.0,2021-04-03 08:00:00,105.0
13415,Maharashtra,0.0,0.0,2457494,55379,0.0,2021-04-03 08:00:00,1147.0
13416,Manipur,0.0,0.0,28975,374,0.0,2021-04-03 08:00:00,5.0
13417,Meghalaya,0.0,0.0,13868,150,0.0,2021-04-03 08:00:00,0.0
13418,Mizoram,0.0,0.0,4436,11,0.0,2021-04-03 08:00:00,4.0
13419,Nagaland,0.0,0.0,12138,92,0.0,2021-04-03 08:00:00,0.0
13420,Odisha,0.0,0.0,337430,1921,0.0,2021-04-03 08:00:00,23.0
13421,Puducherry,0.0,0.0,39837,684,0.0,2021-04-03 08:00:00,11.0
13422,Punjab,0.0,0.0,213327,6983,0.0,2021-04-03 08:00:00,231.0
13423,Rajasthan,0.0,0.0,322613,2824,0.0,2021-04-03 08:00:00,431.0
